Mã trường,Trường,Loại trường,Tỉnh/TP,Mã ngành,Ngành,Trình độ,Tên chương trình,Loại CT,Ngôn ngữ,Số năm,Năm TS,Chỉ tiêu,Phương thức,Học phí,Mã nhóm,Nhóm ngành
QSC,Đại học Công nghệ Thông tin - ĐHQG TP.HCM,Công lập,TP. HCM,75202a1,Thiết kế vi mạch,Đại học chính quy,Thiết kế vi mạch,Chương trình chuẩn,Tiếng Việt,4,2024,150,"Tuyển thẳng & ƯTXT (301, 302, 303, 304); Xét ĐGNL ĐHQG-HCM (401); Xét điểm THPT (100); Xét chứng chỉ quốc tế (408, 410)",32.800.000 đ/năm,ENG,Kỹ thuật và công nghệ
QSC,Đại học Công nghệ Thông tin - ĐHQG TP.HCM,Công lập,TP. HCM,7480201N,Công nghệ thông tin,Đại học chính quy,Công nghệ thông tin (Việt - Nhật),Chương trình Việt - Nhật,Tiếng Việt/Tiếng Nhật,4,2024,60,"Tuyển thẳng & ƯTXT (301, 302, 303, 304); Xét ĐGNL ĐHQG-HCM (401); Xét điểm THPT (100); Xét chứng chỉ quốc tế (408, 410)",32.800.000 đ/năm,IT,Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - ĐHQG TP.HCM,Công lập,TP. HCM,7480101LK,Khoa học máy tính,Đại học chính quy,Khoa học máy tính (ĐH Birmingham City cấp bằng),Chương trình liên kết quốc tế,Tiếng Anh,3.5,2024,60,Xét tuyển theo tiêu chí riêng của chương trình liên kết với Đại học Birmingham City,80.000.000 đ/năm,IT,Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - ĐHQG TP.HCM,Công lập,TP. HCM,7480102LK,Mạng máy tính và truyền thông dữ liệu,Đại học chính quy,Mạng máy tính và an toàn thông tin (ĐH Birmingham City cấp bằng),Chương trình liên kết quốc tế,Tiếng Anh,3.5,2024,60,Xét tuyển theo tiêu chí riêng của chương trình liên kết với Đại học Birmingham City,80.000.000 đ/năm,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510301V,"Công nghệ Kỹ thuật điện, điện tử",Đại học chính quy,"Công nghệ Kỹ thuật điện, điện tử",Chương trình tiếng Việt,Tiếng Việt,4,2024,381,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510301A,"Công nghệ Kỹ thuật điện, điện tử",Đại học chính quy,"Công nghệ Kỹ thuật điện, điện tử (Tiếng Anh)",Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510302V,Công nghệ Kỹ thuật điện tử - viễn thông,Đại học chính quy,Công nghệ Kỹ thuật điện tử - viễn thông,Chương trình tiếng Việt,Tiếng Việt,4,2024,415,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510302A,Công nghệ Kỹ thuật điện tử - viễn thông,Đại học chính quy,Công nghệ Kỹ thuật điện tử - viễn thông (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510302N,Công nghệ Kỹ thuật điện tử - viễn thông,Đại học chính quy,Công nghệ Kỹ thuật điện tử - viễn thông (Việt - Nhật),Chương trình Việt - Nhật,Tiếng Việt/Tiếng Nhật,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,24.500.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480108V,Công nghệ Kỹ thuật máy tính,Đại học chính quy,Công nghệ Kỹ thuật máy tính,Chương trình tiếng Việt,Tiếng Việt,4,2024,196,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480108A,Công nghệ Kỹ thuật máy tính,Đại học chính quy,Công nghệ Kỹ thuật máy tính (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510303V,Công nghệ Kỹ thuật điều khiển và tự động hóa,Đại học chính quy,Công nghệ Kỹ thuật điều khiển và tự động hóa,Chương trình tiếng Việt,Tiếng Việt,4,2024,323,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510303A,Công nghệ Kỹ thuật điều khiển và tự động hóa,Đại học chính quy,Công nghệ Kỹ thuật điều khiển và tự động hóa (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7520212V,Kỹ thuật y sinh,Đại học chính quy,Kỹ thuật y sinh (Điện tử y sinh),Chương trình tiếng Việt,Tiếng Việt,4,2024,60,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480118V,Hệ thống nhúng và IoT,Đại học chính quy,Hệ thống nhúng và IoT,Chương trình tiếng Việt,Tiếng Việt,4,2024,59,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7520208V,Kỹ thuật Thiết kế vi mạch,Đại học chính quy,Kỹ thuật Thiết kế vi mạch,Chương trình đặc thù,Tiếng Việt,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510209V,Robot và trí tuệ nhân tạo,Đại học chính quy,Robot và trí tuệ nhân tạo,Chương trình tiếng Việt,Tiếng Việt,4,2024,79,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510202V,Công nghệ chế tạo máy,Đại học chính quy,Công nghệ chế tạo máy,Chương trình tiếng Việt,Tiếng Việt,4,2024,360,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510202A,Công nghệ chế tạo máy,Đại học chính quy,Công nghệ chế tạo máy (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510202N,Công nghệ chế tạo máy,Đại học chính quy,Công nghệ chế tạo máy (Việt - Nhật),Chương trình Việt - Nhật,Tiếng Việt/Tiếng Nhật,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,24.500.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510203V,Công nghệ Kỹ thuật cơ điện tử,Đại học chính quy,Công nghệ Kỹ thuật cơ điện tử,Chương trình đặc thù,Tiếng Việt,4,2024,326,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510203A,Công nghệ Kỹ thuật cơ điện tử,Đại học chính quy,Công nghệ Kỹ thuật cơ điện tử (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510201V,Công nghệ Kỹ thuật cơ khí,Đại học chính quy,Công nghệ Kỹ thuật cơ khí,Chương trình đặc thù,Tiếng Việt,4,2024,317,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510201A,Công nghệ Kỹ thuật cơ khí,Đại học chính quy,Công nghệ Kỹ thuật cơ khí (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7520117V,Kỹ thuật công nghiệp,Đại học chính quy,Kỹ thuật công nghiệp,Chương trình tiếng Việt,Tiếng Việt,4,2024,60,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7549002V,Kỹ nghệ gỗ và nội thất,Đại học chính quy,Kỹ nghệ gỗ và nội thất,Chương trình tiếng Việt,Tiếng Việt,4,2024,61,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510102V,Công nghệ Kỹ thuật công trình xây dựng,Đại học chính quy,Công nghệ Kỹ thuật công trình xây dựng,Chương trình tiếng Việt,Tiếng Việt,4,2024,281,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510102A,Công nghệ Kỹ thuật công trình xây dựng,Đại học chính quy,Công nghệ Kỹ thuật công trình xây dựng (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7580205V,Kỹ thuật xây dựng công trình giao thông,Đại học chính quy,Kỹ thuật xây dựng công trình giao thông,Chương trình tiếng Việt,Tiếng Việt,4,2024,61,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7580302V,Quản lý xây dựng,Đại học chính quy,Quản lý xây dựng,Chương trình tiếng Việt,Tiếng Việt,4,2024,81,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510106V,Hệ thống kỹ thuật công trình xây dựng,Đại học chính quy,Hệ thống kỹ thuật công trình xây dựng,Chương trình tiếng Việt,Tiếng Việt,4,2024,51,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7840110V,Quản lý và vận hành hạ tầng,Đại học chính quy,Quản lý và vận hành hạ tầng,Chương trình tiếng Việt,Tiếng Việt,4,2024,50,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510205V,Công nghệ Kỹ thuật ô tô,Đại học chính quy,Công nghệ Kỹ thuật ô tô,Chương trình đặc thù,Tiếng Việt,4,2024,393,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510205A,Công nghệ Kỹ thuật ô tô,Đại học chính quy,Công nghệ Kỹ thuật ô tô (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510205N,Công nghệ Kỹ thuật ô tô,Đại học chính quy,Công nghệ Kỹ thuật ô tô (Việt - Nhật),Chương trình Việt - Nhật,Tiếng Việt/Tiếng Nhật,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,24.500.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510206V,Công nghệ Kỹ thuật nhiệt,Đại học chính quy,Công nghệ Kỹ thuật nhiệt,Chương trình tiếng Việt,Tiếng Việt,4,2024,83,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510206A,Công nghệ Kỹ thuật nhiệt,Đại học chính quy,Công nghệ Kỹ thuật nhiệt (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510206N,Công nghệ Kỹ thuật nhiệt,Đại học chính quy,Công nghệ Kỹ thuật nhiệt (Việt - Nhật),Chương trình Việt - Nhật,Tiếng Việt/Tiếng Nhật,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,24.500.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510208V,Năng lượng tái tạo,Đại học chính quy,Năng lượng tái tạo,Chương trình tiếng Việt,Tiếng Việt,4,2024,132,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.000.000 đ/kỳ,ENG,Kỹ thuật và công nghệ
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480201V,Công nghệ thông tin,Đại học chính quy,Công nghệ thông tin,Chương trình đặc thù,Tiếng Việt,4,2024,374,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480201A,Công nghệ thông tin,Đại học chính quy,Công nghệ thông tin (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,29.000.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480201N,Công nghệ thông tin,Đại học chính quy,Công nghệ thông tin (Việt - Nhật),Chương trình Việt - Nhật,Tiếng Việt/Tiếng Nhật,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,24.500.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480202V,An toàn thông tin,Đại học chính quy,An toàn thông tin,Chương trình đặc thù,Tiếng Việt,4,2024,140,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7480203V,Kỹ thuật dữ liệu,Đại học chính quy,Kỹ thuật dữ liệu,Chương trình đặc thù,Tiếng Việt,4,2024,73,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,16.300.000 đ/kỳ,IT,Máy tính và công nghệ thông tin
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510601V,Quản lý công nghiệp,Đại học chính quy,Quản lý công nghiệp,Chương trình tiếng Việt,Tiếng Việt,4,2024,198,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,14.400.000 đ/kỳ,ECO,Kinh doanh và quản lý
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510601A,Quản lý công nghiệp,Đại học chính quy,Quản lý công nghiệp (Tiếng Anh),Chương trình Tiếng Anh,Tiếng Anh,4,2024,N/A,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,25.750.000 đ/kỳ,ECO,Kinh doanh và quản lý
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7340301V,Kế toán,Đại học chính quy,Kế toán,Chương trình tiếng Việt,Tiếng Việt,4,2024,168,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,14.400.000 đ/kỳ,ECO,Kinh doanh và quản lý
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7340122V,Thương mại điện tử,Đại học chính quy,Thương mại điện tử,Chương trình đặc thù,Tiếng Việt,4,2024,178,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,14.625.000 đ/kỳ,ECO,Kinh doanh và quản lý
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7510605V,Logistics và quản lý chuỗi cung ứng,Đại học chính quy,Logistics và quản lý chuỗi cung ứng,Chương trình đặc thù,Tiếng Việt,4,2024,193,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,14.625.000 đ/kỳ,LOG,Logistics và vận tải
SPK,Đại học Sư phạm Kỹ thuật TP.HCM,Công lập,TP. HCM,7340120V,Kinh doanh Quốc tế,Đại học chính quy,Kinh doanh Quốc tế,Chương trình đặc thù,Tiếng Việt,4,2024,162,Tuyển thẳng; ƯTXT; Xét học bạ; Xét điểm thi THPT; Xét ĐGNL ĐHQG TP.HCM,14.625.000 đ/kỳ,ECO,Kinh doanh và quản lý
